name,code,city,country,region,latitude,longitude
Jacksons International Airport,POM,Port Moresby,Papua New Guinea,Oceania,0.0,0.0
Faleolo International Airport,APW,Apia,Samoa,Oceania,0.0,0.0
Honiara International Airport,HIR,Honiara,Solomon Islands,Oceania,0.0,0.0
Fuaʻamotu International Airport,TBU,Nukuʻalofa,Tonga,Oceania,0.0,0.0
Vavaʻu International Airport,VAV,Vavaʻu,Tonga,Oceania,0.0,0.0
Funafuti International Airport,FUN,Funafuti,Tuvalu,Oceania,0.0,0.0
Santo-Pekoa International Airport,SON,Luganville,Vanuatu,Oceania,0.0,0.0
Bauerfield International Airport,VLI,Port Vila,Vanuatu,Oceania,0.0,0.0
Pointe Vele Airport,FUT,Futuna,Wallis and Futuna,Oceania,0.0,0.0
Hihifo Airport,WLS,Wallis,Wallis and Futuna,Oceania,0.0,0.0
